nanosEpoch,time,msuk,source,cbidPx,cbidSz,caskPx,caskSz,bidPx,bidSz,askPx,askSz,tradePx,tradeSz,channelId,seqNum,msgIdx
1565157926700473000,2019-08-07 06:05:26.700473,79889147,EUREX,83.536,93,83.536,82,83.536,93,83.536,82,0,0,0,597283,0
1565157926700978000,2019-08-07 06:05:26.700978,79889147,EUREX,84.411,108,84.411,112,84.411,108,84.411,112,0,0,0,597283,0
1565157926701470000,2019-08-07 06:05:26.701470,79889147,EUREX,84.908,93,84.908,108,84.908,93,84.908,108,0,0,0,597283,0
1565157926701968000,2019-08-07 06:05:26.701968,79889147,EUREX,84.956,103,84.99600000000001,106,84.956,103,84.99600000000001,106,0,0,0,597283,0
1565157926702458000,2019-08-07 06:05:26.702458,79889147,EUREX,85.65,99,85.89,100,85.65,99,85.89,100,0,0,0,597283,0
1565157926702944000,2019-08-07 06:05:26.702944,79889147,EUREX,85.186,104,85.186,99,85.186,104,85.186,99,0,0,0,597283,0
1565157926703428000,2019-08-07 06:05:26.703428,79889147,EUREX,86.273,91,86.273,107,86.273,91,86.273,107,0,0,0,597283,0
1565157926703933000,2019-08-07 06:05:26.703933,79889147,EUREX,85.539,103,85.549,98,85.539,103,85.549,98,0,0,0,597283,0
1565157926704437000,2019-08-07 06:05:26.704437,79889147,EUREX,86.948,101,86.978,93,86.948,101,86.978,93,0,0,0,597283,0
1565157926704950000,2019-08-07 06:05:26.704950,79889147,EUREX,87.431,97,87.451,106,87.431,97,87.451,106,0,0,0,597283,0
1565157926705437000,2019-08-07 06:05:26.705437,79889147,EUREX,86.549,112,86.60900000000001,100,86.549,112,86.60900000000001,100,0,0,0,597283,0
1565157926705915000,2019-08-07 06:05:26.705915,79889147,EUREX,85.336,103,85.336,86,85.336,103,85.336,86,0,0,0,597283,0
1565157926706424000,2019-08-07 06:05:26.706424,79889147,EUREX,86.38,98,86.38,92,86.38,98,86.38,92,0,0,0,597283,0
1565157926706930000,2019-08-07 06:05:26.706930,79889147,EUREX,88.829,101,88.87899999999999,94,88.829,101,88.87899999999999,94,0,0,0,597283,0
1565157926707405000,2019-08-07 06:05:26.707405,79889147,EUREX,89.162,95,89.182,91,89.162,95,89.182,91,0,0,0,597283,0
1565157926707916000,2019-08-07 06:05:26.707916,79889147,EUREX,88.968,93,89.018,98,88.968,93,89.018,98,0,0,0,597283,0
1565157926708426000,2019-08-07 06:05:26.708426,79889147,EUREX,86.89,108,86.89,97,86.89,108,86.89,97,0,0,0,597283,0
1565157926708915000,2019-08-07 06:05:26.708915,79889147,EUREX,85.848,88,85.848,96,85.848,88,85.848,96,0,0,0,597283,0
1565157926709397000,2019-08-07 06:05:26.709397,79889147,EUREX,87.028,94,87.168,109,87.028,94,87.168,109,0,0,0,597283,0
1565157926709911000,2019-08-07 06:05:26.709911,79889147,EUREX,87.086,91,87.196,87,87.086,91,87.196,87,0,0,0,597283,0
1565157926710407000,2019-08-07 06:05:26.710407,79889147,EUREX,86.112,111,86.122,100,86.112,111,86.122,100,0,0,0,597283,0
1565157926710916000,2019-08-07 06:05:26.710916,79889147,EUREX,86.642,98,86.972,98,86.642,98,86.972,98,0,0,0,597283,0
1565157926711418000,2019-08-07 06:05:26.711418,79889147,EUREX,86.171,102,86.18100000000001,86,86.171,102,86.18100000000001,86,0,0,0,597283,0
1565157926711914000,2019-08-07 06:05:26.711914,79889147,EUREX,85.015,93,85.015,104,85.015,93,85.015,104,0,0,0,597283,0
1565157926712445000,2019-08-07 06:05:26.712445,79889147,EUREX,84.474,98,84.474,97,84.474,98,84.474,97,0,0,0,597283,0
1565157926712967000,2019-08-07 06:05:26.712967,79889147,EUREX,83.425,88,83.425,84,83.425,88,83.425,84,0,0,0,597283,0
1565157926713441000,2019-08-07 06:05:26.713441,79889147,EUREX,83.593,98,83.593,85,83.593,98,83.593,85,0,0,0,597283,0
1565157926713926000,2019-08-07 06:05:26.713926,79889147,EUREX,83.678,99,83.688,104,83.678,99,83.688,104,0,0,0,597283,0
1565157926714398000,2019-08-07 06:05:26.714398,79889147,EUREX,84.579,101,84.579,98,84.579,101,84.579,98,0,0,0,597283,0
1565157926714917000,2019-08-07 06:05:26.714917,79889147,EUREX,84.715,85,84.715,92,84.715,85,84.715,92,0,0,0,597283,0
1565157926715451000,2019-08-07 06:05:26.715451,79889147,EUREX,84.591,100,84.591,103,84.591,100,84.591,103,0,0,0,597283,0
1565157926715965000,2019-08-07 06:05:26.715965,79889147,EUREX,84.365,97,84.375,104,84.365,97,84.375,104,0,0,0,597283,0
1565157926716452000,2019-08-07 06:05:26.716452,79889147,EUREX,83.816,103,83.816,110,83.816,103,83.816,110,0,0,0,597283,0
1565157926716961000,2019-08-07 06:05:26.716961,79889147,EUREX,83.515,96,83.515,101,83.515,96,83.515,101,0,0,0,597283,0
1565157926717420000,2019-08-07 06:05:26.717420,79889147,EUREX,82.963,105,83.01299999999999,106,82.963,105,83.01299999999999,106,0,0,0,597283,0
1565157926717944000,2019-08-07 06:05:26.717944,79889147,EUREX,82.947,87,83.017,108,82.947,87,83.017,108,0,0,0,597283,0
1565157926718463000,2019-08-07 06:05:26.718463,79889147,EUREX,81.482,106,81.492,94,81.482,106,81.492,94,0,0,0,597283,0
1565157926718953000,2019-08-07 06:05:26.718953,79889147,EUREX,81.792,101,81.792,97,81.792,101,81.792,97,0,0,0,597283,0
1565157926719457000,2019-08-07 06:05:26.719457,79889147,EUREX,81.734,96,81.744,100,81.734,96,81.744,100,0,0,0,597283,0
1565157926719950000,2019-08-07 06:05:26.719950,79889147,EUREX,82.908,104,82.908,104,82.908,104,82.908,104,0,0,0,597283,0
1565157926720452000,2019-08-07 06:05:26.720452,79889147,EUREX,82.35,91,82.38,106,82.35,91,82.38,106,0,0,0,597283,0
1565157926720954000,2019-08-07 06:05:26.720954,79889147,EUREX,81.302,105,81.372,96,81.302,105,81.372,96,0,0,0,597283,0
1565157926721467000,2019-08-07 06:05:26.721467,79889147,EUREX,82.315,90,82.325,91,82.315,90,82.325,91,0,0,0,597283,0
1565157926721960000,2019-08-07 06:05:26.721960,79889147,EUREX,82.63,103,82.63,98,82.63,103,82.63,98,0,0,0,597283,0
1565157926722461000,2019-08-07 06:05:26.722461,79889147,EUREX,81.922,103,81.922,93,81.922,103,81.922,93,0,0,0,597283,0
1565157926722946000,2019-08-07 06:05:26.722946,79889147,EUREX,84.018,124,84.018,104,84.018,124,84.018,104,0,0,0,597283,0
1565157926723461000,2019-08-07 06:05:26.723461,79889147,EUREX,83.247,100,83.247,109,83.247,100,83.247,109,0,0,0,597283,0
1565157926723975000,2019-08-07 06:05:26.723975,79889147,EUREX,85.459,106,85.789,93,85.459,106,85.789,93,0,0,0,597283,0
1565157926724475000,2019-08-07 06:05:26.724475,79889147,EUREX,84.898,89,84.898,112,84.898,89,84.898,112,0,0,0,597283,0
1565157926724987000,2019-08-07 06:05:26.724987,79889147,EUREX,84.354,109,84.374,104,84.354,109,84.374,104,0,0,0,597283,0
1565157926725471000,2019-08-07 06:05:26.725471,79889147,EUREX,86.173,101,86.203,95,86.173,101,86.203,95,0,0,0,597283,0
1565157926725979000,2019-08-07 06:05:26.725979,79889147,EUREX,86.67,96,86.67,102,86.67,96,86.67,102,0,0,0,597283,0
1565157926726508000,2019-08-07 06:05:26.726508,79889147,EUREX,87.08,112,87.09,101,87.08,112,87.09,101,0,0,0,597283,0
1565157926727005000,2019-08-07 06:05:26.727005,79889147,EUREX,87.495,95,87.495,109,87.495,95,87.495,109,0,0,0,597283,0
1565157926727468000,2019-08-07 06:05:26.727468,79889147,EUREX,87.693,102,87.693,98,87.693,102,87.693,98,0,0,0,597283,0
1565157926727986000,2019-08-07 06:05:26.727986,79889147,EUREX,88.372,103,88.372,96,88.372,103,88.372,96,0,0,0,597283,0
1565157926728463000,2019-08-07 06:05:26.728463,79889147,EUREX,87.449,103,87.449,101,87.449,103,87.449,101,0,0,0,597283,0
1565157926728959000,2019-08-07 06:05:26.728959,79889147,EUREX,86.83,104,86.83,99,86.83,104,86.83,99,0,0,0,597283,0
1565157926729457000,2019-08-07 06:05:26.729457,79889147,EUREX,85.708,107,85.708,98,85.708,107,85.708,98,0,0,0,597283,0
1565157926729927000,2019-08-07 06:05:26.729927,79889147,EUREX,84.893,93,85.07300000000001,105,84.893,93,85.07300000000001,105,0,0,0,597283,0
1565157926730443000,2019-08-07 06:05:26.730443,79889147,EUREX,85.674,108,85.674,112,85.674,108,85.674,112,0,0,0,597283,0
1565157926730937000,2019-08-07 06:05:26.730937,79889147,EUREX,85.936,102,85.956,94,85.936,102,85.956,94,0,0,0,597283,0
1565157926731437000,2019-08-07 06:05:26.731437,79889147,EUREX,85.727,88,85.727,102,85.727,88,85.727,102,0,0,0,597283,0
1565157926731956000,2019-08-07 06:05:26.731956,79889147,EUREX,85.987,108,85.987,107,85.987,108,85.987,107,0,0,0,597283,0
1565157926732493000,2019-08-07 06:05:26.732493,79889147,EUREX,86.811,101,86.831,104,86.811,101,86.831,104,0,0,0,597283,0
1565157926733001000,2019-08-07 06:05:26.733001,79889147,EUREX,86.862,108,86.862,94,86.862,108,86.862,94,0,0,0,597283,0
1565157926733490000,2019-08-07 06:05:26.733490,79889147,EUREX,87.745,117,87.745,104,87.745,117,87.745,104,0,0,0,597283,0
1565157926734002000,2019-08-07 06:05:26.734002,79889147,EUREX,88.229,97,88.269,111,88.229,97,88.269,111,0,0,0,597283,0
1565157926734496000,2019-08-07 06:05:26.734496,79889147,EUREX,88.396,93,88.396,97,88.396,93,88.396,97,0,0,0,597283,0
1565157926734990000,2019-08-07 06:05:26.734990,79889147,EUREX,88.087,98,88.12700000000001,105,88.087,98,88.12700000000001,105,0,0,0,597283,0
1565157926735502000,2019-08-07 06:05:26.735502,79889147,EUREX,89.214,92,89.314,93,89.214,92,89.314,93,0,0,0,597283,0
1565157926736010000,2019-08-07 06:05:26.736010,79889147,EUREX,87.345,106,87.345,103,87.345,106,87.345,103,0,0,0,597283,0
1565157926736495000,2019-08-07 06:05:26.736495,79889147,EUREX,89.049,96,89.049,107,89.049,96,89.049,107,0,0,0,597283,0
1565157926737013000,2019-08-07 06:05:26.737013,79889147,EUREX,89.044,103,89.044,109,89.044,103,89.044,109,0,0,0,597283,0
1565157926737511000,2019-08-07 06:05:26.737511,79889147,EUREX,90.731,99,90.731,90,90.731,99,90.731,90,0,0,0,597283,0
1565157926738035000,2019-08-07 06:05:26.738035,79889147,EUREX,91.583,101,91.593,103,91.583,101,91.593,103,0,0,0,597283,0
1565157926738533000,2019-08-07 06:05:26.738533,79889147,EUREX,92.422,93,92.422,104,92.422,93,92.422,104,0,0,0,597283,0
1565157926739028000,2019-08-07 06:05:26.739028,79889147,EUREX,92.341,101,92.381,106,92.341,101,92.381,106,0,0,0,597283,0
1565157926739533000,2019-08-07 06:05:26.739533,79889147,EUREX,92.465,109,92.485,107,92.465,109,92.485,107,0,0,0,597283,0
1565157926740034000,2019-08-07 06:05:26.740034,79889147,EUREX,92.621,96,92.631,111,92.621,96,92.631,111,0,0,0,597283,0
1565157926740565000,2019-08-07 06:05:26.740565,79889147,EUREX,93.01,97,93.01,97,93.01,97,93.01,97,0,0,0,597283,0
1565157926741087000,2019-08-07 06:05:26.741087,79889147,EUREX,92.763,102,92.763,96,92.763,102,92.763,96,0,0,0,597283,0
1565157926741578000,2019-08-07 06:05:26.741578,79889147,EUREX,92.221,96,92.221,93,92.221,96,92.221,93,0,0,0,597283,0
1565157926742068000,2019-08-07 06:05:26.742068,79889147,EUREX,92.416,97,92.426,103,92.416,97,92.426,103,0,0,0,597283,0
1565157926742576000,2019-08-07 06:05:26.742576,79889147,EUREX,91.376,100,91.41600000000001,103,91.376,100,91.41600000000001,103,0,0,0,597283,0
1565157926743058000,2019-08-07 06:05:26.743058,79889147,EUREX,90.957,89,90.957,111,90.957,89,90.957,111,0,0,0,597283,0
1565157926743567000,2019-08-07 06:05:26.743567,79889147,EUREX,90.867,106,90.867,104,90.867,106,90.867,104,0,0,0,597283,0
1565157926744082000,2019-08-07 06:05:26.744082,79889147,EUREX,90.74,102,90.75999999999999,98,90.74,102,90.75999999999999,98,0,0,0,597283,0
1565157926744595000,2019-08-07 06:05:26.744595,79889147,EUREX,91.793,105,91.82300000000001,86,91.793,105,91.82300000000001,86,0,0,0,597283,0
1565157926745107000,2019-08-07 06:05:26.745107,79889147,EUREX,91.941,100,91.941,98,91.941,100,91.941,98,0,0,0,597283,0
1565157926745625000,2019-08-07 06:05:26.745625,79889147,EUREX,92.883,90,92.90299999999999,103,92.883,90,92.90299999999999,103,0,0,0,597283,0
1565157926746130000,2019-08-07 06:05:26.746130,79889147,EUREX,92.181,113,92.271,92,92.181,113,92.271,92,0,0,0,597283,0
1565157926746630000,2019-08-07 06:05:26.746630,79889147,EUREX,90.852,98,90.852,106,90.852,98,90.852,106,0,0,0,597283,0
1565157926747133000,2019-08-07 06:05:26.747133,79889147,EUREX,91.31,101,91.31,92,91.31,101,91.31,92,0,0,0,597283,0
1565157926747621000,2019-08-07 06:05:26.747621,79889147,EUREX,91.172,107,91.172,92,91.172,107,91.172,92,0,0,0,597283,0
1565157926748136000,2019-08-07 06:05:26.748136,79889147,EUREX,91.429,100,91.429,96,91.429,100,91.429,96,0,0,0,597283,0
1565157926748648000,2019-08-07 06:05:26.748648,79889147,EUREX,90.394,100,90.394,98,90.394,100,90.394,98,0,0,0,597283,0
1565157926749146000,2019-08-07 06:05:26.749146,79889147,EUREX,90.767,103,90.767,104,90.767,103,90.767,104,0,0,0,597283,0
1565157926749643000,2019-08-07 06:05:26.749643,79889147,EUREX,90.9,103,90.9,97,90.9,103,90.9,97,0,0,0,597283,0
1565157926750145000,2019-08-07 06:05:26.750145,79889147,EUREX,92.333,102,92.333,91,92.333,102,92.333,91,0,0,0,597283,0
1565157926750665000,2019-08-07 06:05:26.750665,79889147,EUREX,93.334,97,93.334,95,93.334,97,93.334,95,0,0,0,597283,0
1565157926751144000,2019-08-07 06:05:26.751144,79889147,EUREX,92.312,103,92.592,106,92.312,103,92.592,106,0,0,0,597283,0
1565157926751631000,2019-08-07 06:05:26.751631,79889147,EUREX,91.835,106,91.835,94,91.835,106,91.835,94,0,0,0,597283,0
1565157926752134000,2019-08-07 06:05:26.752134,79889147,EUREX,91.414,97,91.494,100,91.414,97,91.494,100,0,0,0,597283,0
1565157926752620000,2019-08-07 06:05:26.752620,79889147,EUREX,91.867,95,91.867,88,91.867,95,91.867,88,0,0,0,597283,0
1565157926753116000,2019-08-07 06:05:26.753116,79889147,EUREX,92.178,108,92.178,107,92.178,108,92.178,107,0,0,0,597283,0
1565157926753624000,2019-08-07 06:05:26.753624,79889147,EUREX,91.858,89,91.86800000000001,92,91.858,89,91.86800000000001,92,0,0,0,597283,0
1565157926754133000,2019-08-07 06:05:26.754133,79889147,EUREX,91.715,91,91.715,108,91.715,91,91.715,108,0,0,0,597283,0
1565157926754615000,2019-08-07 06:05:26.754615,79889147,EUREX,92.734,98,92.734,100,92.734,98,92.734,100,0,0,0,597283,0
1565157926755098000,2019-08-07 06:05:26.755098,79889147,EUREX,93.071,92,93.071,93,93.071,92,93.071,93,0,0,0,597283,0
1565157926755609000,2019-08-07 06:05:26.755609,79889147,EUREX,93.455,98,93.455,104,93.455,98,93.455,104,0,0,0,597283,0
1565157926756091000,2019-08-07 06:05:26.756091,79889147,EUREX,93.925,102,93.99499999999999,97,93.925,102,93.99499999999999,97,0,0,0,597283,0
1565157926756630000,2019-08-07 06:05:26.756630,79889147,EUREX,94.423,111,94.423,91,94.423,111,94.423,91,0,0,0,597283,0
1565157926757137000,2019-08-07 06:05:26.757137,79889147,EUREX,92.921,105,93.131,84,92.921,105,93.131,84,0,0,0,597283,0
1565157926757630000,2019-08-07 06:05:26.757630,79889147,EUREX,91.98,100,92.01,99,91.98,100,92.01,99,0,0,0,597283,0
1565157926758144000,2019-08-07 06:05:26.758144,79889147,EUREX,90.183,107,90.183,95,90.183,107,90.183,95,0,0,0,597283,0
1565157926758628000,2019-08-07 06:05:26.758628,79889147,EUREX,89.728,101,89.74799999999999,94,89.728,101,89.74799999999999,94,0,0,0,597283,0
1565157926759150000,2019-08-07 06:05:26.759150,79889147,EUREX,88.616,94,88.616,98,88.616,94,88.616,98,0,0,0,597283,0
1565157926759666000,2019-08-07 06:05:26.759666,79889147,EUREX,87.311,94,87.311,102,87.311,94,87.311,102,0,0,0,597283,0
1565157926760177000,2019-08-07 06:05:26.760177,79889147,EUREX,88.066,110,88.066,100,88.066,110,88.066,100,0,0,0,597283,0
1565157926760686000,2019-08-07 06:05:26.760686,79889147,EUREX,88.204,106,88.204,97,88.204,106,88.204,97,0,0,0,597283,0
1565157926761175000,2019-08-07 06:05:26.761175,79889147,EUREX,89.509,89,89.509,108,89.509,89,89.509,108,0,0,0,597283,0
1565157926761658000,2019-08-07 06:05:26.761658,79889147,EUREX,90.017,96,90.017,99,90.017,96,90.017,99,0,0,0,597283,0
1565157926762121000,2019-08-07 06:05:26.762121,79889147,EUREX,89.523,104,89.523,112,89.523,104,89.523,112,0,0,0,597283,0
1565157926762631000,2019-08-07 06:05:26.762631,79889147,EUREX,88.783,106,88.793,91,88.783,106,88.793,91,0,0,0,597283,0
1565157926763142000,2019-08-07 06:05:26.763142,79889147,EUREX,87.577,96,87.637,99,87.577,96,87.637,99,0,0,0,597283,0
1565157926763630000,2019-08-07 06:05:26.763630,79889147,EUREX,86.568,99,86.568,100,86.568,99,86.568,100,0,0,0,597283,0
1565157926764132000,2019-08-07 06:05:26.764132,79889147,EUREX,87.184,99,87.224,91,87.184,99,87.224,91,0,0,0,597283,0
1565157926764630000,2019-08-07 06:05:26.764630,79889147,EUREX,88.28,93,88.28,111,88.28,93,88.28,111,0,0,0,597283,0
1565157926765134000,2019-08-07 06:05:26.765134,79889147,EUREX,88.467,101,88.487,101,88.467,101,88.487,101,0,0,0,597283,0
1565157926765624000,2019-08-07 06:05:26.765624,79889147,EUREX,88.516,109,88.60600000000001,103,88.516,109,88.60600000000001,103,0,0,0,597283,0
1565157926766129000,2019-08-07 06:05:26.766129,79889147,EUREX,87.227,106,87.387,103,87.227,106,87.387,103,0,0,0,597283,0
1565157926766617000,2019-08-07 06:05:26.766617,79889147,EUREX,87.244,107,87.244,103,87.244,107,87.244,103,0,0,0,597283,0
1565157926767112000,2019-08-07 06:05:26.767112,79889147,EUREX,86.668,113,86.668,112,86.668,113,86.668,112,0,0,0,597283,0
1565157926767643000,2019-08-07 06:05:26.767643,79889147,EUREX,86.499,114,86.639,90,86.499,114,86.639,90,0,0,0,597283,0
1565157926768148000,2019-08-07 06:05:26.768148,79889147,EUREX,86.624,93,86.624,98,86.624,93,86.624,98,0,0,0,597283,0
1565157926768613000,2019-08-07 06:05:26.768613,79889147,EUREX,87.65,97,87.65,102,87.65,97,87.65,102,0,0,0,597283,0
1565157926769132000,2019-08-07 06:05:26.769132,79889147,EUREX,88.268,100,88.268,98,88.268,100,88.268,98,0,0,0,597283,0
1565157926769640000,2019-08-07 06:05:26.769640,79889147,EUREX,89.591,99,89.591,106,89.591,99,89.591,106,0,0,0,597283,0
1565157926770107000,2019-08-07 06:05:26.770107,79889147,EUREX,91.451,103,91.511,107,91.451,103,91.511,107,0,0,0,597283,0
1565157926770604000,2019-08-07 06:05:26.770604,79889147,EUREX,90.994,89,91.004,96,90.994,89,91.004,96,0,0,0,597283,0
1565157926771073000,2019-08-07 06:05:26.771073,79889147,EUREX,90.819,91,90.819,98,90.819,91,90.819,98,0,0,0,597283,0
1565157926771542000,2019-08-07 06:05:26.771542,79889147,EUREX,91.998,107,92.03800000000001,98,91.998,107,92.03800000000001,98,0,0,0,597283,0
1565157926772060000,2019-08-07 06:05:26.772060,79889147,EUREX,90.98,90,91.02000000000001,103,90.98,90,91.02000000000001,103,0,0,0,597283,0
1565157926772538000,2019-08-07 06:05:26.772538,79889147,EUREX,92.099,102,92.099,92,92.099,102,92.099,92,0,0,0,597283,0
1565157926773046000,2019-08-07 06:05:26.773046,79889147,EUREX,91.49,98,91.50999999999999,82,91.49,98,91.50999999999999,82,0,0,0,597283,0
1565157926773570000,2019-08-07 06:05:26.773570,79889147,EUREX,92.918,95,92.918,83,92.918,95,92.918,83,0,0,0,597283,0
1565157926774070000,2019-08-07 06:05:26.774070,79889147,EUREX,92.78,92,92.82000000000001,103,92.78,92,92.82000000000001,103,0,0,0,597283,0
1565157926774568000,2019-08-07 06:05:26.774568,79889147,EUREX,91.913,89,91.913,102,91.913,89,91.913,102,0,0,0,597283,0
1565157926775057000,2019-08-07 06:05:26.775057,79889147,EUREX,92.249,108,92.279,100,92.249,108,92.279,100,0,0,0,597283,0
1565157926775554000,2019-08-07 06:05:26.775554,79889147,EUREX,93.383,98,93.62299999999999,89,93.383,98,93.62299999999999,89,0,0,0,597283,0
1565157926776064000,2019-08-07 06:05:26.776064,79889147,EUREX,92.604,104,92.624,109,92.604,104,92.624,109,0,0,0,597283,0
1565157926776572000,2019-08-07 06:05:26.776572,79889147,EUREX,92.752,103,92.752,86,92.752,103,92.752,86,0,0,0,597283,0
1565157926777068000,2019-08-07 06:05:26.777068,79889147,EUREX,93.012,94,93.082,106,93.012,94,93.082,106,0,0,0,597283,0
1565157926777584000,2019-08-07 06:05:26.777584,79889147,EUREX,91.973,99,91.983,104,91.973,99,91.983,104,0,0,0,597283,0
1565157926778069000,2019-08-07 06:05:26.778069,79889147,EUREX,90.772,102,90.792,96,90.772,102,90.792,96,0,0,0,597283,0
1565157926778540000,2019-08-07 06:05:26.778540,79889147,EUREX,90.443,95,90.443,104,90.443,95,90.443,104,0,0,0,597283,0
1565157926779066000,2019-08-07 06:05:26.779066,79889147,EUREX,89.995,105,89.995,110,89.995,105,89.995,110,0,0,0,597283,0
1565157926779563000,2019-08-07 06:05:26.779563,79889147,EUREX,89.589,102,89.79899999999999,102,89.589,102,89.79899999999999,102,0,0,0,597283,0
1565157926780053000,2019-08-07 06:05:26.780053,79889147,EUREX,88.126,104,88.126,100,88.126,104,88.126,100,0,0,0,597283,0
1565157926780559000,2019-08-07 06:05:26.780559,79889147,EUREX,86.636,103,86.65599999999999,96,86.636,103,86.65599999999999,96,0,0,0,597283,0
1565157926781055000,2019-08-07 06:05:26.781055,79889147,EUREX,87.211,108,87.211,103,87.211,108,87.211,103,0,0,0,597283,0
1565157926781543000,2019-08-07 06:05:26.781543,79889147,EUREX,86.923,97,86.943,92,86.923,97,86.943,92,0,0,0,597283,0
1565157926782041000,2019-08-07 06:05:26.782041,79889147,EUREX,88.11,104,88.19,109,88.11,104,88.19,109,0,0,0,597283,0
1565157926782529000,2019-08-07 06:05:26.782529,79889147,EUREX,89.371,95,89.42099999999999,109,89.371,95,89.42099999999999,109,0,0,0,597283,0
1565157926783023000,2019-08-07 06:05:26.783023,79889147,EUREX,89.289,105,89.289,95,89.289,105,89.289,95,0,0,0,597283,0
1565157926783489000,2019-08-07 06:05:26.783489,79889147,EUREX,89.121,108,89.121,100,89.121,108,89.121,100,0,0,0,597283,0
1565157926784003000,2019-08-07 06:05:26.784003,79889147,EUREX,88.796,90,88.816,117,88.796,90,88.816,117,0,0,0,597283,0
1565157926784531000,2019-08-07 06:05:26.784531,79889147,EUREX,88.302,93,88.302,115,88.302,93,88.302,115,0,0,0,597283,0
1565157926785029000,2019-08-07 06:05:26.785029,79889147,EUREX,86.7,83,86.7,100,86.7,83,86.7,100,0,0,0,597283,0
1565157926785543000,2019-08-07 06:05:26.785543,79889147,EUREX,88.695,91,88.695,106,88.695,91,88.695,106,0,0,0,597283,0
1565157926786055000,2019-08-07 06:05:26.786055,79889147,EUREX,88.688,93,88.688,87,88.688,93,88.688,87,0,0,0,597283,0
1565157926786559000,2019-08-07 06:05:26.786559,79889147,EUREX,88.127,94,88.137,111,88.127,94,88.137,111,0,0,0,597283,0
1565157926787055000,2019-08-07 06:05:26.787055,79889147,EUREX,88.097,94,88.097,94,88.097,94,88.097,94,0,0,0,597283,0
1565157926787556000,2019-08-07 06:05:26.787556,79889147,EUREX,87.801,101,87.871,108,87.801,101,87.871,108,0,0,0,597283,0
1565157926788060000,2019-08-07 06:05:26.788060,79889147,EUREX,87.794,106,87.814,100,87.794,106,87.814,100,0,0,0,597283,0
1565157926788542000,2019-08-07 06:05:26.788542,79889147,EUREX,89.252,114,89.252,102,89.252,114,89.252,102,0,0,0,597283,0
1565157926789020000,2019-08-07 06:05:26.789020,79889147,EUREX,89.718,109,89.718,99,89.718,109,89.718,99,0,0,0,597283,0
1565157926789523000,2019-08-07 06:05:26.789523,79889147,EUREX,89.343,99,89.343,102,89.343,99,89.343,102,0,0,0,597283,0
1565157926790071000,2019-08-07 06:05:26.790071,79889147,EUREX,90.88,111,90.88,107,90.88,111,90.88,107,0,0,0,597283,0
1565157926790541000,2019-08-07 06:05:26.790541,79889147,EUREX,90.814,100,90.814,103,90.814,100,90.814,103,0,0,0,597283,0
1565157926791037000,2019-08-07 06:05:26.791037,79889147,EUREX,91.274,97,91.274,103,91.274,97,91.274,103,0,0,0,597283,0
1565157926791503000,2019-08-07 06:05:26.791503,79889147,EUREX,91.651,109,91.651,95,91.651,109,91.651,95,0,0,0,597283,0
1565157926791983000,2019-08-07 06:05:26.791983,79889147,EUREX,92.35,114,92.53,90,92.35,114,92.53,90,0,0,0,597283,0
1565157926792471000,2019-08-07 06:05:26.792471,79889147,EUREX,93.455,103,93.455,105,93.455,103,93.455,105,0,0,0,597283,0
1565157926792978000,2019-08-07 06:05:26.792978,79889147,EUREX,93.999,99,93.999,101,93.999,99,93.999,101,0,0,0,597283,0
1565157926793489000,2019-08-07 06:05:26.793489,79889147,EUREX,94.239,105,94.239,97,94.239,105,94.239,97,0,0,0,597283,0
1565157926793998000,2019-08-07 06:05:26.793998,79889147,EUREX,93.327,93,93.327,99,93.327,93,93.327,99,0,0,0,597283,0
1565157926794482000,2019-08-07 06:05:26.794482,79889147,EUREX,93.692,90,93.692,116,93.692,90,93.692,116,0,0,0,597283,0
1565157926794955000,2019-08-07 06:05:26.794955,79889147,EUREX,92.515,101,92.565,104,92.515,101,92.565,104,0,0,0,597283,0
1565157926795462000,2019-08-07 06:05:26.795462,79889147,EUREX,91.79,93,91.79,108,91.79,93,91.79,108,0,0,0,597283,0
1565157926795981000,2019-08-07 06:05:26.795981,79889147,EUREX,91.118,97,91.118,92,91.118,97,91.118,92,0,0,0,597283,0
1565157926796483000,2019-08-07 06:05:26.796483,79889147,EUREX,90.921,101,90.921,106,90.921,101,90.921,106,0,0,0,597283,0
1565157926797005000,2019-08-07 06:05:26.797005,79889147,EUREX,90.388,102,90.39800000000001,99,90.388,102,90.39800000000001,99,0,0,0,597283,0
1565157926797499000,2019-08-07 06:05:26.797499,79889147,EUREX,92.651,97,92.651,107,92.651,97,92.651,107,0,0,0,597283,0
1565157926797990000,2019-08-07 06:05:26.797990,79889147,EUREX,94.153,109,94.173,89,94.153,109,94.173,89,0,0,0,597283,0
1565157926798486000,2019-08-07 06:05:26.798486,79889147,EUREX,92.403,97,92.403,91,92.403,97,92.403,91,0,0,0,597283,0
1565157926798995000,2019-08-07 06:05:26.798995,79889147,EUREX,92.091,113,92.101,90,92.091,113,92.101,90,0,0,0,597283,0
1565157926799485000,2019-08-07 06:05:26.799485,79889147,EUREX,92.211,113,92.211,96,92.211,113,92.211,96,0,0,0,597283,0
1565157926800007000,2019-08-07 06:05:26.800007,79889147,EUREX,92.364,99,92.364,101,92.364,99,92.364,101,0,0,0,597283,0
1565157926800502000,2019-08-07 06:05:26.800502,79889147,EUREX,91.774,86,91.774,102,91.774,86,91.774,102,0,0,0,597283,0
